dataset,ensemble,type,subset,subset_indices,F1
O12 + N4,New,over,,,0.1930
O12 + N4,New,hybrid,,,0.1926
O12 + N4,Old,under,,,0.1737
O12 + N4,Old,over,,,0.1221
O12 + N4,Old,hybrid,,,0.1600
O12 + N4,OldNew,under,,,0.2193
O12 + N4,OldNew,over,,,0.1825
O12 + N4,OldNew,hybrid,,,0.2031
O13 + N3,2models,k_subset,Old_under+New_under,"0,3",0.2365
O13 + N3,2models,k_subset,Old_under+New_over,"0,4",0.1933
O13 + N3,2models,k_subset,Old_under+New_hybrid,"0,5",0.2174
O13 + N3,2models,k_subset,Old_over+New_under,"1,3",0.2218
O13 + N3,2models,k_subset,Old_over+New_over,"1,4",0.1963
O13 + N3,2models,k_subset,Old_over+New_hybrid,"1,5",0.1979
O13 + N3,2models,k_subset,Old_hybrid+New_under,"2,3",0.2035
O13 + N3,2models,k_subset,Old_hybrid+New_over,"2,4",0.1750
O13 + N3,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1797
O13 + N3,2models,k_subsets_mean,,,0.2024
O13 + N3,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2288
O13 + N3,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.2020
O13 + N3,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2175
O13 + N3,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.2387
O13 + N3,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1859
O13 + N3,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.2027
O13 + N3,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2395
O13 + N3,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2209
O13 + N3,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1701
O13 + N3,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1782
O13 + N3,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1719
O13 + N3,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1886
O13 + N3,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.1983
O13 + N3,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2044
O13 + N3,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1820
O13 + N3,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1976
O13 + N3,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.1895
O13 + N3,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1785
O13 + N3,3models,k_subsets_mean,,,0.1997
O13 + N3,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.2054
O13 + N3,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.2019
O13 + N3,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1854
O13 + N3,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2441
O13 + N3,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2595
O13 + N3,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.2169
O13 + N3,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2333
O13 + N3,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2235
O13 + N3,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.2025
O13 + N3,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1897
O13 + N3,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.2079
O13 + N3,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.2020
O13 + N3,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1867
O13 + N3,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2027
O13 + N3,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1815
O13 + N3,4models,k_subsets_mean,,,0.2095
O13 + N3,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1964
O13 + N3,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.2133
O13 + N3,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.2013
O13 + N3,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2177
O13 + N3,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2056
O13 + N3,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1976
O13 + N3,5models,k_subsets_mean,,,0.2053
O13 + N3,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2440
O13 + N3,6models,k_subsets_mean,,,0.2440
O13 + N3,New,under,,,0.2209
O13 + N3,New,over,,,0.1743
O13 + N3,New,hybrid,,,0.1880
O13 + N3,Old,under,,,0.1812
O13 + N3,Old,over,,,0.1530
O13 + N3,Old,hybrid,,,0.1594
O13 + N3,OldNew,under,,,0.2365
O13 + N3,OldNew,over,,,0.1963
O13 + N3,OldNew,hybrid,,,0.1797
O14 + N2,2models,k_subset,Old_under+New_under,"0,3",0.2359
O14 + N2,2models,k_subset,Old_under+New_over,"0,4",0.1943
O14 + N2,2models,k_subset,Old_under+New_hybrid,"0,5",0.1826
O14 + N2,2models,k_subset,Old_over+New_under,"1,3",0.1982
O14 + N2,2models,k_subset,Old_over+New_over,"1,4",0.1876
O14 + N2,2models,k_subset,Old_over+New_hybrid,"1,5",0.1836
O14 + N2,2models,k_subset,Old_hybrid+New_under,"2,3",0.2391
O14 + N2,2models,k_subset,Old_hybrid+New_over,"2,4",0.1890
O14 + N2,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1951
O14 + N2,2models,k_subsets_mean,,,0.2006
O14 + N2,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2177
O14 + N2,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1961
O14 + N2,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2222
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.2266
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1935
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.2233
O14 + N2,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2097
O14 + N2,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.1904
O14 + N2,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1701
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.2067
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1903
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1953
O14 + N2,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.1985
O14 + N2,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.1993
O14 + N2,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1770
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1921
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.1921
O14 + N2,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1769
O14 + N2,3models,k_subsets_mean,,,0.1988
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.2121
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1898
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.2034
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2082
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.1965
O14 + N2,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1836
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2007
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2199
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.2143
O14 + N2,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2014
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1924
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1983
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1959
O14 + N2,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.1806
O14 + N2,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1786
O14 + N2,4models,k_subsets_mean,,,0.1984
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1996
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.2099
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1967
O14 + N2,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.1871
O14 + N2,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2182
O14 + N2,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.2020
O14 + N2,5models,k_subsets_mean,,,0.2023
O14 + N2,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2161
O14 + N2,6models,k_subsets_mean,,,0.2161
O14 + N2,New,under,,,0.1703
O14 + N2,New,over,,,0.1563
O14 + N2,New,hybrid,,,0.1808
O14 + N2,Old,under,,,0.1932
O14 + N2,Old,over,,,0.1639
O14 + N2,Old,hybrid,,,0.1600
O14 + N2,OldNew,under,,,0.2359
O14 + N2,OldNew,over,,,0.1876
O14 + N2,OldNew,hybrid,,,0.1951
O15 + N1,2models,k_subset,Old_under+New_under,"0,3",0.2328
O15 + N1,2models,k_subset,Old_under+New_over,"0,4",0.2038
O15 + N1,2models,k_subset,Old_under+New_hybrid,"0,5",0.1696
O15 + N1,2models,k_subset,Old_over+New_under,"1,3",0.2313
O15 + N1,2models,k_subset,Old_over+New_over,"1,4",0.1703
O15 + N1,2models,k_subset,Old_over+New_hybrid,"1,5",0.1864
O15 + N1,2models,k_subset,Old_hybrid+New_under,"2,3",0.2193
O15 + N1,2models,k_subset,Old_hybrid+New_over,"2,4",0.1922
O15 + N1,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1862
O15 + N1,2models,k_subsets_mean,,,0.1991
O15 + N1,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2455
O15 + N1,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.2349
O15 + N1,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2083
O15 + N1,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.2246
O15 + N1,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.2165
O15 + N1,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.2109
O15 + N1,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.1743
O15 + N1,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.1794
O15 + N1,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1666
O15 + N1,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.2034
O15 + N1,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1953
O15 + N1,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1925
O15 + N1,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.1869
O15 + N1,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.1757
O15 + N1,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1792
O15 + N1,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.2035
O15 + N1,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.1812
O15 + N1,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1693
O15 + N1,3models,k_subsets_mean,,,0.1971
O15 + N1,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.2114
O15 + N1,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1994
O15 + N1,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1952
O15 + N1,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2260
O15 + N1,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2135
O15 + N1,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1941
O15 + N1,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2068
O15 + N1,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2204
O15 + N1,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1914
O15 + N1,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1587
O15 + N1,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1925
O15 + N1,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1812
O15 + N1,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1830
O15 + N1,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.1654
O15 + N1,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1706
O15 + N1,4models,k_subsets_mean,,,0.1940
O15 + N1,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.2345
O15 + N1,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.2236
O15 + N1,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.2143
O15 + N1,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.1986
O15 + N1,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2009
O15 + N1,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1959
O15 + N1,5models,k_subsets_mean,,,0.2113
O15 + N1,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.1965
O15 + N1,6models,k_subsets_mean,,,0.1965
O15 + N1,New,under,,,0.1561
O15 + N1,New,over,,,0.1486
O15 + N1,New,hybrid,,,0.1373
O15 + N1,Old,under,,,0.2178
O15 + N1,Old,over,,,0.1799
O15 + N1,Old,hybrid,,,0.1818
O15 + N1,OldNew,under,,,0.2328
O15 + N1,OldNew,over,,,0.1703
O15 + N1,OldNew,hybrid,,,0.1862
avg,2models,k_subset,Old_under+New_under,"0,3",0.2219
avg,2models,k_subset,Old_under+New_over,"0,4",0.1895
avg,2models,k_subset,Old_under+New_hybrid,"0,5",0.2024
avg,2models,k_subset,Old_over+New_under,"1,3",0.1945
avg,2models,k_subset,Old_over+New_over,"1,4",0.1633
avg,2models,k_subset,Old_over+New_hybrid,"1,5",0.1870
avg,2models,k_subset,Old_hybrid+New_under,"2,3",0.1859
avg,2models,k_subset,Old_hybrid+New_over,"2,4",0.1615
avg,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1795
avg,2models,k_subsets_mean,,,0.1873
avg,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.1926
avg,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1710
avg,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.1915
avg,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.1891
avg,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1721
avg,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1779
avg,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2203
avg,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2204
avg,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1918
avg,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1605
avg,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1471
avg,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1620
avg,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2006
avg,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2096
avg,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1868
avg,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.2030
avg,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2035
avg,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1825
avg,3models,k_subsets_mean,,,0.1879
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1593
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1488
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1562
avg,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2081
avg,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2203
avg,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1930
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2086
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2162
avg,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1905
avg,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2056
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1795
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1911
avg,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1763
avg,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2009
avg,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1955
avg,4models,k_subsets_mean,,,0.1900
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1839
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1917
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1818
avg,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2091
avg,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2098
avg,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1972
avg,5models,k_subsets_mean,,,0.1956
avg,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2026
avg,6models,k_subsets_mean,,,0.2026
avg,New,under,,,0.2346
avg,New,over,,,0.1814
avg,New,hybrid,,,0.1947
avg,Old,under,,,0.1214
avg,Old,over,,,0.1022
avg,Old,hybrid,,,0.1133
avg,OldNew,under,,,0.2219
avg,OldNew,over,,,0.1633
avg,OldNew,hybrid,,,0.1795
